split,input_text,target_text,prediction,sentence_cer,sentence_wer,exact_match,error_categories
test,"1danger public. bzn bez fermer pna caution,cbn case lor li la","1 danger public. Bizin bez ferme pena caution, se bann case lor li la.","1 danger public. Bizin bez ferme pena caution, kapav case lor li la.",0.08571428571428572,0.14285714285714285,False,capitalization_error;spacing_error;missing_word_error
test,Parent ki penser si pa met leson piti la pa pou passer mo ena ene tifi zamer lin pren leson dan so la vie et pourtan lin travay super bien lin mem participe dan ban competition kot lin gagner zordi li p alle universite malgre li pa ti pren okaine leson et li ti tou l temp z best dan so classe dan recre li ti p aide ban zenfan ki ti p pren leson et pa ti p conne zte devoir li re explik zte li ti coma ene ti miss,"Parent ki pense? Si pa met lesson, piti la pa pu passe. Mo ena enn tifi zame linn pran lesson dan so lavi et pourtan linn travail super bien linn mem participe dan bann competition kot linn gagne. Zordi li pe ale universite malgre li pa ti pran okenn lesson. Et li ti tultan the best dan so classe. Dan recre li ti pe aide bann zanfan ki ti pe pran lesson et pa ti pe kone zot devoir li re eksplik zot. Li ti kuma enn ti miss.","Parent ki pense si pa met lesson, piti la pa pu passe. Mo ena enn tifi zame linn pran lesson dan so lavi et pourtan linn travail super bien linn mem participe dan bann competition kot linn gagne zordi li pe ale universite. Malgre li pa ti pran okenn lesso",0.4131455399061033,0.5168539325842697,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,Kan la met 3 crédit pou hsc ça pas incite ban élève moyen travail plus. Ban ce k brillant pou rest top zot. Tandis ce ki ena trois crédit li dire pas casse la têteo coner mo pou fair hsc. Beaucoup ban ce ki ena 3 crédit bizin faire 3 ans au lieu 2 ans hsc pou gagne ene résultat correct sinon résulta la faible dan la majorité des cas. Pou universitaire bizin ena ene bon bagage. La dans cpv ena 1 ou 2 exception mais en général non. Mo garanti ki le taux de réussite pou chuter encore l’année prochain. Ca quantité resource ki ene parent bizin et ki l’état dépenser mo trouver li mouilleur pou 3 crédit alle vers polytechnique ou technique parceki dans trois ans la bas ou sorti avec ene certificat ki permettre ene employabilité instantané. Moi mo fine faire l’expérience et avec preuve à l’appui mo cpv challenge n’importe ki que ce soit,Kan la met 3 crédit pu HSC sa pas incite bann élève moyen travail plus. Bann seki brillant pu reste top zot. Tandis seki ena trois crédit li dire pas kase la tête kone mo pu fer HSC. Beaucoup bann seki ena 3 crédit bizin faire 3 ans au lieu 2 ans HSC pu gagne enn résultat correct sinon rezilta la faible dan la majorité des cas. Pu universitaire bizin ena enn bon bagage. Ladan kapav ena 1 ou 2 exception mais en général non. Mo garanti ki le taux de réussite pu chuter encore l’année prochain. Sa quantité resource ki enn parent bizin et ki l’état dépenser mo truve li meilleur pu 3 crédit ale vers polytechnique ou technique parski dans trois ans laba ou sorti avec enn certificat ki permettre enn employabilité instantané. Moi mo finn faire l’expérience et avec preuve à l’appui mo kapav challenge n’importe ki que se soit.,Kan la met 3 crédit pu HSC sa pas incite bann élève moyen travail plus. Bann seki brillant pu reste top zot. Tandis seki ena trois crédit li dire pas kase la têteo kone mo pu fer HSC. Beaucoup bann seki ena 3 crédit bizin faire 3 ans au lieu 2 ans H,0.7013301088270859,0.6666666666666666,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,Ena 1 prof dan 1 college privee a flacq ki fer computer science mem li pa fer so travail bien dan college lin ramasse tou eleves e donne zot leçon li monte ban eleves so la tete contre les autres prof e prnd les autres prof so eleves si pu li so class leçon computer science rempli e les autres prof zot class pena mem eleve leçon miss la bizin fer so travail honetement dan lekol mem en 1er aulieu monte la tete eleve,"Ena 1 professur dan 1 college prive a Flacq kifer Computer Science. Mem li pa fer so travail bien dan college linn ramasse tu zelev et donne zot leçon, li monte bann eleves so latet contre les autres professeur et prnd les autres professeur so zelev si. Pu li so class leçon Computer Science rempli et les autres professeur zot class pena mem zelev leçon. Miss la bizin fer so travail honetement dan lekol mem en 1er aulieu monte latee zelev.",Ena 1 professeur dan 1 college prive a Flacq. Kifer computer science? Mem li pa fer so travail bien dan college? Linn ramasse tu zelev et donne zot leçon li monte bann zelev so latet contre les autres professeur et pran les autres professeur so zelev. Si,0.4592760180995475,0.5679012345679012,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,So garson tou lerla b cuma viv ek sa lor ou conscience kpv viv mem philipe tousin ine bien dir ena dimoune ena leker zanimo tou saki tofer 1zour pou retourne r twa🤷‍♂️🤷‍♂️🤷‍♂️,"So garson tu lerla b kuma viv ek sa lor ou conscience? Kapav viv mem? Philipe tousin inn bien dir, ena dimunn ena leker zanimo. Tu seki to fer, 1 zur pu retourne ar twa. 🤷‍♂️🤷‍♂️🤷‍♂️",So garson tu lerla b kuma viv ek sa lor ou conscience kapav viv mem. Philipe tousin inn bien dir: ena dimunn ena leker zanimo tu. Seki to fer 1 zur pu retourne ar twa.🤷‍♂️🤷‍♂️🤷‍♂️,0.054945054945054944,0.2777777777777778,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,Bzn boure [NAME] la ler la li pou content😁😁😁😁😅😅,"Bizin boure [NAME] la, ler la li pu kontan.😁😁😁😁😅😅","Bizin boure [NAME] la, lerla li pu kontan.😁😁😁😁😅😅",0.02040816326530612,0.2222222222222222,False,spacing_error;missing_word_error
test,Dan sa video particulier laaa van la ti p deja roule r full phare ena different circonstances kot sa accident laa in kav ariv soffer van laa ou camion laa pa ti atan pu ariv 1 tragedie parey pa nek dur sipa chauffeur van laa en tord ou soi camion laaa entord paski personne pa ti laba sa ler kin ariv sa accident laaa pa nek juge dmun kmsaaa paski jur dmun pu juge ou ou pa pu kntn,"Dan sa video particulier la, van la ti pe deza roule ar full phare. Ena different circonstances kot sa accident la inn kapav arrive. Sofer van la ou camion la pa ti atann pu arrive 1 tragedie pareil. Pa nek dur sipa chauffeur van la en tort ou soi camion la antor parski personne pa ti laba sa ler kinn arrive sa accident la. Pa nek juge dimunn kumsa parski zur dimunn pu juge ou ou pa pu kontan.","Dan sa video particulier la, van la ti pe deza roule ar full phare. Ena different circonstances kot sa accident la inn kapav arrive? Sofer van la ou camion la pa ti atann pu arrive 1 tragedie. Pareil pa nek dur sipa chauffeur van la antor. Ou soi camion l",0.37626262626262624,0.45569620253164556,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,"Manque ene tigit, li change so nom tout...!!!😲","Manque enn tigit, li change so nom tu...!!! 😲","Manque enn tigit, li change so nom tu...!!!😲",0.022222222222222223,0.2222222222222222,False,spacing_error;missing_word_error
test,Espérons légume la vine bon marché et vende dan tou coin et boutique marketing board. Li pa mauvaise si li controle par l'état capave ene li choux pou vend 10rs 1lbs aricot 25 rs ban marchand legume la va arête tir Nous manger si se comsa ok. Li vaut la peine.,Espérons légume la vinn bon marse et vande dan tu coin et boutique marketing board. Li pa mauvaise si li controle par l'état kapav enn li choux pu vend 10rs 1lbs aricot 25 rs bann marchand legume la va aret tire Nous manze si se comsa ok. Li vaut la peine.,"Espérons légume la vinn bon marché et vende dan tu coin et boutique marketing board. Li pa mauvaise si li controle par l'état kapav enn li choux pu vend 10Rs, 1lbs aricot 25 Rs. Bann marchand legume la va aret tire nous manze si seki kumsa ok. Li vaut",0.09375,0.19607843137254902,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
test,Since my childhood till now i didnt notices this even im veg🙄🙄🙄 hein ban hindu plitot pas manz non veg ni mine apollo si aret manz b,"Since my childhood till now I didn'to notice this. Even I'mo veg?🙄🙄🙄 hein. Bann Hindu plito pas manze non veg, ni mine apollo si. Aret manze b.",Since my childhood till now I didn'to notices this even I'mo veg🙄🙄🙄 hein bann Hindu plito pas manze non veg ni mine apollo si aret manze.,0.07692307692307693,0.4074074074074074,False,punctuation_error;capitalization_error;spacing_error;missing_word_error
